,CountyName,CrashDate,Fatals,Peds,Persons,St_Case,State,StateName,TotalVehicles
0,JACKSON (71),/Date(1388556900000-0500)/,1,0,2,10001,1,Alabama,1
1,FRANKLIN (59),/Date(1388601000000-0500)/,1,0,1,10002,1,Alabama,1
2,TUSCALOOSA (125),/Date(1388563620000-0500)/,2,0,7,10003,1,Alabama,2
3,TALLADEGA (121),/Date(1388671200000-0500)/,1,0,5,10004,1,Alabama,3
4,CULLMAN (43),/Date(1388698200000-0500)/,1,0,1,10005,1,Alabama,1
5,CONECUH (35),/Date(1388732400000-0500)/,1,0,1,10006,1,Alabama,1
6,MOBILE (97),/Date(1388792400000-0500)/,1,0,2,10007,1,Alabama,3
7,BUTLER (13),/Date(1388834400000-0500)/,1,0,4,10008,1,Alabama,2
8,WALKER (127),/Date(1388867940000-0500)/,1,0,5,10009,1,Alabama,3
9,MONTGOMERY (101),/Date(1389048960000-0500)/,2,0,6,10010,1,Alabama,2
10,LIMESTONE (83),/Date(1389188880000-0500)/,1,0,1,10011,1,Alabama,1
11,MOBILE (97),/Date(1389202440000-0500)/,1,0,2,10012,1,Alabama,2
12,ESCAMBIA (53),/Date(1389214020000-0500)/,1,0,1,10013,1,Alabama,1
13,CULLMAN (43),/Date(1389265200000-0500)/,1,0,1,10014,1,Alabama,1
14,CALHOUN (15),/Date(1389234660000-0500)/,2,1,2,10015,1,Alabama,2
15,BIBB (7),/Date(1389388500000-0500)/,1,0,7,10016,1,Alabama,1
16,CULLMAN (43),/Date(1389392100000-0500)/,1,0,3,10017,1,Alabama,2
17,HENRY (67),/Date(1389395400000-0500)/,1,0,1,10018,1,Alabama,1
18,MOBILE (97),/Date(1389408000000-0500)/,1,0,1,10019,1,Alabama,1
19,MADISON (89),/Date(1389429120000-0500)/,1,0,2,10020,1,Alabama,1
20,LEE (81),/Date(1389489780000-0500)/,1,1,2,10021,1,Alabama,1
21,DALE (45),/Date(1388686320000-0500)/,1,0,1,10022,1,Alabama,1
22,DEKALB (49),/Date(1388773800000-0500)/,1,0,3,10023,1,Alabama,2
23,WILCOX (131),/Date(1389136500000-0500)/,1,0,2,10024,1,Alabama,2
24,FRANKLIN (59),/Date(1389220980000-0500)/,1,0,4,10025,1,Alabama,3
25,LEE (81),/Date(1389281520000-0500)/,1,0,1,10026,1,Alabama,1
26,TUSCALOOSA (125),/Date(1389310200000-0500)/,1,0,4,10027,1,Alabama,2
27,COVINGTON (39),/Date(1389355800000-0500)/,1,0,1,10028,1,Alabama,1
28,JEFFERSON (73),/Date(1389424500000-0500)/,1,0,11,10029,1,Alabama,3
29,MADISON (89),/Date(1389637200000-0500)/,1,0,1,10030,1,Alabama,1
30,COVINGTON (39),/Date(1389712140000-0500)/,1,0,2,10031,1,Alabama,2
31,BARBOUR (5),/Date(1389771600000-0500)/,1,0,1,10032,1,Alabama,1
32,TUSCALOOSA (125),/Date(1389844200000-0500)/,1,0,4,10033,1,Alabama,2
33,RUSSELL (113),/Date(1390004160000-0500)/,1,0,1,10034,1,Alabama,1
34,RANDOLPH (111),/Date(1390072200000-0500)/,1,0,4,10035,1,Alabama,2
35,BALDWIN (3),/Date(1390100700000-0500)/,1,0,2,10036,1,Alabama,1
36,JEFFERSON (73),/Date(1390147920000-0500)/,1,0,3,10037,1,Alabama,2
37,DEKALB (49),/Date(1390194900000-0500)/,1,0,1,10038,1,Alabama,1
38,LOWNDES (85),/Date(1390254900000-0500)/,1,0,4,10039,1,Alabama,4
39,MADISON (89),/Date(1390658580000-0500)/,1,0,2,10040,1,Alabama,1
40,MARION (93),/Date(1390784100000-0500)/,1,1,1,10041,1,Alabama,1
41,ELMORE (51),/Date(1390913700000-0500)/,2,0,9,10042,1,Alabama,4
42,TUSCALOOSA (125),/Date(1390926900000-0500)/,3,0,5,10043,1,Alabama,1
43,MADISON (89),/Date(1391014500000-0500)/,1,0,2,10044,1,Alabama,2
44,DEKALB (49),/Date(1391084100000-0500)/,1,0,1,10045,1,Alabama,1
45,CULLMAN (43),/Date(1391097060000-0500)/,1,0,3,10046,1,Alabama,2
46,CHILTON (21),/Date(1391076000000-0500)/,1,0,1,10047,1,Alabama,1
47,CHILTON (21),/Date(1391107200000-0500)/,1,0,3,10048,1,Alabama,3
48,BULLOCK (11),/Date(1391120400000-0500)/,1,0,1,10049,1,Alabama,1
49,LEE (81),/Date(1391136720000-0500)/,1,0,1,10050,1,Alabama,1
50,LAWRENCE (79),/Date(1391170200000-0500)/,2,0,3,10051,1,Alabama,2
51,BARBOUR (5),/Date(1389329100000-0500)/,1,0,1,10052,1,Alabama,1
52,MADISON (89),/Date(1389700740000-0500)/,1,0,2,10053,1,Alabama,2
53,SHELBY (117),/Date(1390497240000-0500)/,1,0,1,10054,1,Alabama,1
54,BALDWIN (3),/Date(1389985380000-0500)/,1,2,1,10055,1,Alabama,1
55,GREENE (63),/Date(1389989700000-0500)/,1,0,1,10056,1,Alabama,1
56,BUTLER (13),/Date(1390729500000-0500)/,1,0,5,10057,1,Alabama,1
57,JEFFERSON (73),/Date(1390845600000-0500)/,1,0,6,10058,1,Alabama,5
58,PERRY (105),/Date(1390925100000-0500)/,1,0,2,10059,1,Alabama,2
59,TUSCALOOSA (125),/Date(1391204160000-0500)/,1,0,1,10060,1,Alabama,1
60,MOBILE (97),/Date(1390692300000-0500)/,1,1,6,10061,1,Alabama,1
61,COFFEE (31),/Date(1391279700000-0500)/,1,0,1,10062,1,Alabama,1
62,COFFEE (31),/Date(1391230860000-0500)/,1,0,1,10063,1,Alabama,1
63,AUTAUGA (1),/Date(1391257200000-0500)/,1,0,1,10064,1,Alabama,1
64,RUSSELL (113),/Date(1391316300000-0500)/,1,0,2,10065,1,Alabama,2
65,MARENGO (91),/Date(1391460300000-0500)/,1,0,1,10066,1,Alabama,1
66,FAYETTE (57),/Date(1391390580000-0500)/,3,0,4,10067,1,Alabama,3
67,MADISON (89),/Date(1391460300000-0500)/,1,0,2,10068,1,Alabama,2
68,JACKSON (71),/Date(1391442780000-0500)/,1,0,2,10069,1,Alabama,2
69,CHEROKEE (19),/Date(1391534040000-0500)/,2,0,4,10070,1,Alabama,2
70,MOBILE (97),/Date(1391538000000-0500)/,1,1,1,10071,1,Alabama,1
71,SHELBY (117),/Date(1391554920000-0500)/,1,2,1,10072,1,Alabama,1
72,TALLAPOOSA (123),/Date(1391521500000-0500)/,1,0,2,10073,1,Alabama,2
73,TUSCALOOSA (125),/Date(1391579880000-0500)/,1,1,1,10074,1,Alabama,1
74,MADISON (89),/Date(1391655600000-0500)/,1,0,2,10075,1,Alabama,2
75,MONTGOMERY (101),/Date(1391606400000-0500)/,1,0,1,10076,1,Alabama,1
76,AUTAUGA (1),/Date(1391853300000-0500)/,1,0,1,10077,1,Alabama,1
77,RUSSELL (113),/Date(1391892360000-0500)/,1,0,1,10078,1,Alabama,1
78,BALDWIN (3),/Date(1391903400000-0500)/,1,0,2,10079,1,Alabama,2
79,LAWRENCE (79),/Date(1391984100000-0500)/,1,0,1,10080,1,Alabama,1
80,AUTAUGA (1),/Date(1392004800000-0500)/,2,2,3,10081,1,Alabama,2
81,CHILTON (21),/Date(1392328800000-0500)/,1,1,1,10082,1,Alabama,1
82,TUSCALOOSA (125),/Date(1392332400000-0500)/,1,0,2,10083,1,Alabama,2
83,MORGAN (103),/Date(1392345000000-0500)/,1,0,3,10084,1,Alabama,1
84,SHELBY (117),/Date(1392466500000-0500)/,1,0,1,10085,1,Alabama,1
85,CULLMAN (43),/Date(1392678900000-0500)/,1,0,1,10086,1,Alabama,1
86,JEFFERSON (73),/Date(1392741000000-0500)/,1,1,2,10087,1,Alabama,2
87,MONTGOMERY (101),/Date(1392860100000-0500)/,1,0,1,10088,1,Alabama,1
88,MOBILE (97),/Date(1392970740000-0500)/,1,0,2,10089,1,Alabama,2
89,MOBILE (97),/Date(1391291340000-0500)/,1,0,3,10090,1,Alabama,2
90,RANDOLPH (111),/Date(1391603340000-0500)/,1,0,5,10091,1,Alabama,2
91,RUSSELL (113),/Date(1392170220000-0500)/,1,1,5,10092,1,Alabama,3
92,CALHOUN (15),/Date(1392558300000-0500)/,1,0,1,10093,1,Alabama,1
93,MOBILE (97),/Date(1393142880000-0500)/,1,0,1,10094,1,Alabama,1
94,JEFFERSON (73),/Date(1388790600000-0500)/,1,0,3,10095,1,Alabama,3
95,LEE (81),/Date(1391904060000-0500)/,1,1,3,10096,1,Alabama,1
96,DALLAS (47),/Date(1392343200000-0500)/,1,0,1,10097,1,Alabama,1
97,MOBILE (97),/Date(1392523500000-0500)/,3,0,6,10098,1,Alabama,3
98,MONTGOMERY (101),/Date(1392691800000-0500)/,1,0,4,10099,1,Alabama,1
99,MONTGOMERY (101),/Date(1392676980000-0500)/,1,1,1,10100,1,Alabama,1
100,LEE (81),/Date(1392921000000-0500)/,1,0,1,10101,1,Alabama,2
101,MOBILE (97),/Date(1393024200000-0500)/,1,0,8,10102,1,Alabama,2
102,DALLAS (47),/Date(1393040700000-0500)/,1,0,5,10103,1,Alabama,2
103,LEE (81),/Date(1393073700000-0500)/,1,0,1,10104,1,Alabama,1
104,MONTGOMERY (101),/Date(1393175820000-0500)/,2,0,5,10105,1,Alabama,2
105,CULLMAN (43),/Date(1393207200000-0500)/,1,0,1,10106,1,Alabama,1
106,COVINGTON (39),/Date(1393210800000-0500)/,3,0,5,10107,1,Alabama,1
107,MADISON (89),/Date(1393321200000-0500)/,2,0,3,10108,1,Alabama,2
108,TALLADEGA (121),/Date(1393327200000-0500)/,1,0,1,10109,1,Alabama,1
109,JEFFERSON (73),/Date(1393042980000-0500)/,1,0,1,10110,1,Alabama,1
110,TUSCALOOSA (125),/Date(1393190760000-0500)/,1,0,2,10111,1,Alabama,2
111,COFFEE (31),/Date(1393263480000-0500)/,1,0,1,10112,1,Alabama,1
112,COOSA (37),/Date(1393603800000-0500)/,1,0,1,10113,1,Alabama,1
113,DEKALB (49),/Date(1393466100000-0500)/,1,0,3,10114,1,Alabama,1
114,ESCAMBIA (53),/Date(1393591200000-0500)/,1,0,1,10115,1,Alabama,1
115,LOWNDES (85),/Date(1393671600000-0500)/,1,0,1,10116,1,Alabama,1
116,CLEBURNE (29),/Date(1393951500000-0500)/,1,0,1,10117,1,Alabama,1
117,MOBILE (97),/Date(1393737000000-0500)/,1,0,6,10118,1,Alabama,1
118,MARSHALL (95),/Date(1393866900000-0500)/,1,0,3,10119,1,Alabama,1
119,ETOWAH (55),/Date(1393887600000-0500)/,1,0,2,10120,1,Alabama,1
120,MOBILE (97),/Date(1393990020000-0500)/,1,0,1,10121,1,Alabama,1
121,JEFFERSON (73),/Date(1393953120000-0500)/,1,1,1,10122,1,Alabama,1
122,MACON (87),/Date(1394028600000-0500)/,1,0,2,10123,1,Alabama,2
123,AUTAUGA (1),/Date(1394066400000-0500)/,1,1,1,10124,1,Alabama,1
124,LAWRENCE (79),/Date(1394329500000-0500)/,1,0,1,10125,1,Alabama,1
125,MARENGO (91),/Date(1394315100000-0500)/,1,0,1,10126,1,Alabama,1
126,CLARKE (25),/Date(1394503500000-0400)/,1,0,1,10127,1,Alabama,1
127,TUSCALOOSA (125),/Date(1394546700000-0400)/,1,0,1,10128,1,Alabama,1
128,DEKALB (49),/Date(1391645400000-0500)/,2,0,4,10129,1,Alabama,4
129,MARENGO (91),/Date(1394501400000-0400)/,1,0,1,10130,1,Alabama,1
130,DALE (45),/Date(1395709860000-0400)/,1,0,3,10131,1,Alabama,2
131,MOBILE (97),/Date(1393734000000-0500)/,1,0,4,10132,1,Alabama,2
132,JACKSON (71),/Date(1394269200000-0500)/,1,0,1,10133,1,Alabama,1
133,MACON (87),/Date(1394718600000-0400)/,1,0,2,10134,1,Alabama,2
134,MOBILE (97),/Date(1394758800000-0400)/,1,0,1,10135,1,Alabama,1
135,CALHOUN (15),/Date(1394805600000-0400)/,1,0,3,10136,1,Alabama,2
136,SHELBY (117),/Date(1394828700000-0400)/,1,0,1,10137,1,Alabama,1
137,CHOCTAW (23),/Date(1394823300000-0400)/,2,0,2,10138,1,Alabama,1
138,CHILTON (21),/Date(1394835000000-0400)/,1,0,1,10139,1,Alabama,1
139,TALLAPOOSA (123),/Date(1394966100000-0400)/,1,0,1,10140,1,Alabama,1
140,JEFFERSON (73),/Date(1395065340000-0400)/,1,0,2,10141,1,Alabama,2
141,RUSSELL (113),/Date(1395054900000-0400)/,1,0,3,10142,1,Alabama,2
142,COOSA (37),/Date(1395084000000-0400)/,1,0,4,10143,1,Alabama,3
143,MONTGOMERY (101),/Date(1395051540000-0400)/,1,0,2,10144,1,Alabama,2
144,GENEVA (61),/Date(1395357000000-0400)/,1,0,1,10145,1,Alabama,1
145,FRANKLIN (59),/Date(1395402600000-0400)/,1,0,1,10146,1,Alabama,1
146,LEE (81),/Date(1395402300000-0400)/,1,0,1,10147,1,Alabama,1
147,CULLMAN (43),/Date(1395467100000-0400)/,1,0,3,10148,1,Alabama,1
148,MADISON (89),/Date(1395544080000-0400)/,1,1,1,10149,1,Alabama,1
149,LEE (81),/Date(1395748680000-0400)/,2,0,4,10150,1,Alabama,3
150,BLOUNT (9),/Date(1395789300000-0400)/,1,0,1,10151,1,Alabama,1
151,LIMESTONE (83),/Date(1391244000000-0500)/,1,0,1,10152,1,Alabama,1
152,BALDWIN (3),/Date(1395509700000-0400)/,1,0,2,10153,1,Alabama,1
153,MOBILE (97),/Date(1395531300000-0400)/,2,0,2,10154,1,Alabama,1
154,TUSCALOOSA (125),/Date(1395541080000-0400)/,1,0,2,10155,1,Alabama,1
155,BALDWIN (3),/Date(1395545100000-0400)/,1,0,3,10156,1,Alabama,1
156,TUSCALOOSA (125),/Date(1396201680000-0400)/,1,0,3,10157,1,Alabama,1
157,MOBILE (97),/Date(1396302540000-0400)/,1,0,2,10158,1,Alabama,2
158,ST. CLAIR (115),/Date(1396307400000-0400)/,2,0,3,10159,1,Alabama,2
159,MADISON (89),/Date(1396470300000-0400)/,1,0,1,10160,1,Alabama,1
160,MONTGOMERY (101),/Date(1396370820000-0400)/,1,0,4,10161,1,Alabama,2
161,WILCOX (131),/Date(1391455800000-0500)/,1,0,2,10162,1,Alabama,2
162,BALDWIN (3),/Date(1395380700000-0400)/,1,2,1,10163,1,Alabama,1
163,GREENE (63),/Date(1395474900000-0400)/,1,0,3,10164,1,Alabama,2
164,WILCOX (131),/Date(1395533400000-0400)/,1,0,1,10165,1,Alabama,1
165,CALHOUN (15),/Date(1395623700000-0400)/,1,1,1,10166,1,Alabama,1
166,ETOWAH (55),/Date(1395887880000-0400)/,1,0,2,10167,1,Alabama,1
167,MARENGO (91),/Date(1395885600000-0400)/,1,0,1,10168,1,Alabama,1
168,CHAMBERS (17),/Date(1395961500000-0400)/,1,0,1,10169,1,Alabama,1
169,ELMORE (51),/Date(1396056000000-0400)/,1,0,1,10170,1,Alabama,1
170,WALKER (127),/Date(1396163400000-0400)/,1,0,1,10171,1,Alabama,1
171,DEKALB (49),/Date(1396181400000-0400)/,1,0,2,10172,1,Alabama,1
172,CULLMAN (43),/Date(1396233900000-0400)/,1,0,1,10173,1,Alabama,1
173,LEE (81),/Date(1396213860000-0400)/,1,0,5,10174,1,Alabama,3
174,ETOWAH (55),/Date(1396247400000-0400)/,1,0,2,10175,1,Alabama,2
175,JEFFERSON (73),/Date(-62135578800000-0500)/,1,0,1,10176,1,Alabama,1
176,MOBILE (97),/Date(1396511100000-0400)/,1,0,1,10177,1,Alabama,1
177,MOBILE (97),/Date(1396605360000-0400)/,1,0,1,10178,1,Alabama,1
178,MARSHALL (95),/Date(1396639200000-0400)/,1,0,2,10179,1,Alabama,2
179,LEE (81),/Date(1396710600000-0400)/,1,0,1,10180,1,Alabama,1
180,COLBERT (33),/Date(1394390520000-0400)/,1,0,1,10181,1,Alabama,1
181,BALDWIN (3),/Date(1396145100000-0400)/,1,1,4,10182,1,Alabama,1
182,ELMORE (51),/Date(1396610400000-0400)/,1,0,4,10183,1,Alabama,2
183,CHILTON (21),/Date(1397321100000-0400)/,1,0,6,10184,1,Alabama,2
184,BUTLER (13),/Date(1397584320000-0400)/,1,0,3,10185,1,Alabama,1
185,MARION (93),/Date(1397742720000-0400)/,2,0,3,10186,1,Alabama,2
186,MOBILE (97),/Date(1397801820000-0400)/,1,0,5,10187,1,Alabama,2
187,JEFFERSON (73),/Date(1397368140000-0400)/,1,0,3,10188,1,Alabama,1
188,JEFFERSON (73),/Date(1396589340000-0400)/,1,0,2,10189,1,Alabama,2
189,LIMESTONE (83),/Date(1396654200000-0400)/,1,0,1,10190,1,Alabama,1
190,MONTGOMERY (101),/Date(1396620900000-0400)/,1,0,1,10191,1,Alabama,1
191,ELMORE (51),/Date(1396679640000-0400)/,1,0,1,10192,1,Alabama,1
192,LEE (81),/Date(1396823520000-0400)/,1,0,2,10193,1,Alabama,1
193,WILCOX (131),/Date(1396945800000-0400)/,2,0,2,10194,1,Alabama,1
194,MACON (87),/Date(1396934520000-0400)/,1,0,1,10195,1,Alabama,1
195,MOBILE (97),/Date(1397088300000-0400)/,1,1,3,10196,1,Alabama,3
196,MONTGOMERY (101),/Date(1397165400000-0400)/,1,0,2,10197,1,Alabama,2
197,TUSCALOOSA (125),/Date(1397280480000-0400)/,1,0,1,10198,1,Alabama,1
198,CONECUH (35),/Date(1397349600000-0400)/,1,0,1,10199,1,Alabama,1
199,BLOUNT (9),/Date(1397365800000-0400)/,1,0,1,10200,1,Alabama,1
200,BALDWIN (3),/Date(1397430000000-0400)/,1,0,4,10201,1,Alabama,2
201,ELMORE (51),/Date(1397697180000-0400)/,1,0,1,10202,1,Alabama,1
202,MADISON (89),/Date(1397779800000-0400)/,1,0,1,10203,1,Alabama,1
203,MARENGO (91),/Date(1397880900000-0400)/,1,0,1,10204,1,Alabama,1
204,CLARKE (25),/Date(1396975800000-0400)/,1,0,3,10205,1,Alabama,3
205,TUSCALOOSA (125),/Date(1397352000000-0400)/,1,0,2,10206,1,Alabama,1
206,SHELBY (117),/Date(1397359200000-0400)/,1,0,1,10207,1,Alabama,1
207,HENRY (67),/Date(1397824200000-0400)/,1,0,1,10208,1,Alabama,1
208,WALKER (127),/Date(1397834700000-0400)/,1,0,1,10209,1,Alabama,1
209,CLAY (27),/Date(1397942100000-0400)/,1,0,1,10210,1,Alabama,1
210,TUSCALOOSA (125),/Date(1398081600000-0400)/,1,0,1,10211,1,Alabama,1
211,MOBILE (97),/Date(1392651300000-0500)/,1,0,4,10212,1,Alabama,2
212,MORGAN (103),/Date(1397222400000-0400)/,2,0,4,10213,1,Alabama,2
213,CULLMAN (43),/Date(1397652540000-0400)/,1,0,3,10214,1,Alabama,2
214,CULLMAN (43),/Date(1397923020000-0400)/,1,0,3,10215,1,Alabama,2
215,JEFFERSON (73),/Date(1398186600000-0400)/,1,0,3,10216,1,Alabama,2
216,JEFFERSON (73),/Date(1398369000000-0400)/,1,0,2,10217,1,Alabama,1
217,CONECUH (35),/Date(1398514860000-0400)/,1,0,1,10218,1,Alabama,1
218,MOBILE (97),/Date(1397480280000-0400)/,1,0,4,10219,1,Alabama,3
219,CHEROKEE (19),/Date(1397640900000-0400)/,1,0,2,10220,1,Alabama,2
220,COVINGTON (39),/Date(1397821380000-0400)/,1,0,2,10221,1,Alabama,2
221,MOBILE (97),/Date(1397874300000-0400)/,1,0,1,10222,1,Alabama,2
222,ST. CLAIR (115),/Date(1397964480000-0400)/,1,1,2,10223,1,Alabama,1
223,BIBB (7),/Date(1398188520000-0400)/,1,0,2,10224,1,Alabama,2
224,JEFFERSON (73),/Date(1398217800000-0400)/,1,0,1,10225,1,Alabama,1
225,MORGAN (103),/Date(1398490200000-0400)/,1,0,1,10226,1,Alabama,1
226,DEKALB (49),/Date(1398508500000-0400)/,1,0,1,10227,1,Alabama,1
227,ELMORE (51),/Date(1398410700000-0400)/,1,1,1,10228,1,Alabama,1
228,ETOWAH (55),/Date(1393849620000-0500)/,3,0,4,10229,1,Alabama,2
229,LAUDERDALE (77),/Date(1395349200000-0400)/,1,0,3,10230,1,Alabama,2
230,HOUSTON (69),/Date(1397562660000-0400)/,1,0,3,10231,1,Alabama,3
231,MACON (87),/Date(1397561820000-0400)/,1,0,2,10232,1,Alabama,1
232,MORGAN (103),/Date(1398520980000-0400)/,1,0,2,10233,1,Alabama,2
233,ESCAMBIA (53),/Date(1398564120000-0400)/,1,0,1,10234,1,Alabama,1
234,DALLAS (47),/Date(1398462600000-0400)/,1,0,1,10235,1,Alabama,1
235,BALDWIN (3),/Date(1398571800000-0400)/,1,0,2,10236,1,Alabama,1
236,CLARKE (25),/Date(1398615300000-0400)/,1,0,1,10237,1,Alabama,1
237,MOBILE (97),/Date(1398697200000-0400)/,1,0,6,10238,1,Alabama,2
238,COLBERT (33),/Date(1398275100000-0400)/,1,0,3,10239,1,Alabama,3
239,TUSCALOOSA (125),/Date(1399092600000-0400)/,1,0,1,10240,1,Alabama,1
240,ST. CLAIR (115),/Date(1399165800000-0400)/,1,0,1,10241,1,Alabama,1
241,ST. CLAIR (115),/Date(1399267800000-0400)/,1,0,2,10242,1,Alabama,1
242,CULLMAN (43),/Date(1399429800000-0400)/,1,0,1,10243,1,Alabama,1
243,HOUSTON (69),/Date(1399180560000-0400)/,1,1,1,10244,1,Alabama,1
244,BIBB (7),/Date(1398990900000-0400)/,1,0,3,10245,1,Alabama,2
245,WILCOX (131),/Date(1398971100000-0400)/,1,0,1,10246,1,Alabama,1
246,JEFFERSON (73),/Date(1399169700000-0400)/,1,0,3,10247,1,Alabama,2
247,BALDWIN (3),/Date(1399914300000-0400)/,1,0,1,10248,1,Alabama,1
248,DALE (45),/Date(1399674960000-0400)/,1,0,2,10249,1,Alabama,2
249,ELMORE (51),/Date(1399775580000-0400)/,1,1,1,10250,1,Alabama,1
250,MADISON (89),/Date(1399916340000-0400)/,1,0,6,10251,1,Alabama,2
251,SHELBY (117),/Date(1399920540000-0400)/,1,0,3,10252,1,Alabama,2
252,JEFFERSON (73),/Date(1398432420000-0400)/,1,1,1,10253,1,Alabama,1
253,JEFFERSON (73),/Date(1398941760000-0400)/,1,0,1,10254,1,Alabama,1
254,JEFFERSON (73),/Date(1400161680000-0400)/,1,0,1,10255,1,Alabama,1
255,SHELBY (117),/Date(1398751800000-0400)/,1,0,2,10256,1,Alabama,2
256,JEFFERSON (73),/Date(1399016520000-0400)/,1,1,1,10257,1,Alabama,1
257,MOBILE (97),/Date(1399152720000-0400)/,1,1,4,10258,1,Alabama,1
258,CALHOUN (15),/Date(1399112580000-0400)/,2,0,3,10259,1,Alabama,1
259,COLBERT (33),/Date(1399146000000-0400)/,2,0,3,10260,1,Alabama,2
260,HOUSTON (69),/Date(1399229700000-0400)/,2,0,2,10261,1,Alabama,2
261,JACKSON (71),/Date(1399462500000-0400)/,1,0,5,10262,1,Alabama,2
262,ELMORE (51),/Date(1399498800000-0400)/,1,0,1,10263,1,Alabama,1
263,ESCAMBIA (53),/Date(1399482600000-0400)/,1,0,2,10264,1,Alabama,2
264,GENEVA (61),/Date(1399590900000-0400)/,1,0,2,10265,1,Alabama,2
265,WALKER (127),/Date(1399943100000-0400)/,1,0,1,10266,1,Alabama,1
266,CALHOUN (15),/Date(1399931700000-0400)/,1,0,2,10267,1,Alabama,2
267,LEE (81),/Date(1400006160000-0400)/,1,0,2,10268,1,Alabama,2
268,TUSCALOOSA (125),/Date(1400028600000-0400)/,1,0,1,10269,1,Alabama,1
269,RANDOLPH (111),/Date(1400279400000-0400)/,1,0,3,10270,1,Alabama,2
270,MADISON (89),/Date(1400505120000-0400)/,1,0,1,10271,1,Alabama,1
271,ETOWAH (55),/Date(1399075560000-0400)/,1,1,2,10272,1,Alabama,1
272,MADISON (89),/Date(1399490100000-0400)/,1,0,3,10273,1,Alabama,2
273,MOBILE (97),/Date(1399667400000-0400)/,1,0,4,10274,1,Alabama,2
274,TUSCALOOSA (125),/Date(1400243880000-0400)/,1,0,1,10275,1,Alabama,1
275,MONTGOMERY (101),/Date(1400345520000-0400)/,1,0,4,10276,1,Alabama,2
276,MACON (87),/Date(1400403600000-0400)/,1,0,2,10277,1,Alabama,1
277,AUTAUGA (1),/Date(1400459880000-0400)/,1,0,1,10278,1,Alabama,1
278,MARSHALL (95),/Date(1400547420000-0400)/,1,0,4,10279,1,Alabama,1
279,CHILTON (21),/Date(1400616000000-0400)/,1,0,2,10280,1,Alabama,2
280,ETOWAH (55),/Date(1400638140000-0400)/,1,1,0,10281,1,Alabama,1
281,WALKER (127),/Date(1400723100000-0400)/,1,0,1,10282,1,Alabama,1
282,WILCOX (131),/Date(1400899800000-0400)/,1,0,1,10283,1,Alabama,1
283,JACKSON (71),/Date(1400909700000-0400)/,1,0,2,10284,1,Alabama,1
284,TALLADEGA (121),/Date(1400616840000-0400)/,2,0,5,10285,1,Alabama,2
285,TUSCALOOSA (125),/Date(1399435800000-0400)/,1,1,1,10286,1,Alabama,1
286,CHILTON (21),/Date(1400822100000-0400)/,1,0,1,10287,1,Alabama,1
287,JEFFERSON (73),/Date(1390732800000-0500)/,1,0,3,10288,1,Alabama,3
288,CONECUH (35),/Date(1402145700000-0400)/,1,0,2,10289,1,Alabama,2
289,FRANKLIN (59),/Date(1402122000000-0400)/,1,0,1,10290,1,Alabama,1
290,BIBB (7),/Date(1401942600000-0400)/,1,0,1,10291,1,Alabama,1
291,WALKER (127),/Date(1401923400000-0400)/,1,0,1,10292,1,Alabama,1
292,JEFFERSON (73),/Date(1401897600000-0400)/,1,0,1,10293,1,Alabama,1
293,ETOWAH (55),/Date(1401837300000-0400)/,1,0,1,10294,1,Alabama,1
294,HOUSTON (69),/Date(1401490620000-0400)/,1,0,1,10295,1,Alabama,1
295,WALKER (127),/Date(1401736500000-0400)/,1,2,1,10296,1,Alabama,2
296,CHEROKEE (19),/Date(1401729000000-0400)/,1,0,1,10297,1,Alabama,1
297,CHILTON (21),/Date(1401645900000-0400)/,1,0,2,10298,1,Alabama,2
298,BLOUNT (9),/Date(1401599700000-0400)/,1,0,3,10299,1,Alabama,1
299,CHILTON (21),/Date(1401606780000-0400)/,1,0,4,10300,1,Alabama,3
300,HOUSTON (69),/Date(1401545100000-0400)/,1,0,3,10301,1,Alabama,2
301,PIKE (109),/Date(1401393000000-0400)/,1,0,2,10302,1,Alabama,2
302,CLARKE (25),/Date(1401320460000-0400)/,1,0,2,10303,1,Alabama,1
303,MADISON (89),/Date(1400952000000-0400)/,1,0,2,10304,1,Alabama,2
304,SHELBY (117),/Date(1400900700000-0400)/,1,0,1,10305,1,Alabama,1
305,HOUSTON (69),/Date(1400527500000-0400)/,1,1,1,10306,1,Alabama,2
306,BALDWIN (3),/Date(1400781960000-0400)/,1,0,3,10307,1,Alabama,3
307,CULLMAN (43),/Date(1400669700000-0400)/,1,0,2,10308,1,Alabama,2
308,JEFFERSON (73),/Date(1400440680000-0400)/,1,0,1,10309,1,Alabama,1
309,TUSCALOOSA (125),/Date(1399948200000-0400)/,1,0,2,10310,1,Alabama,1
310,BALDWIN (3),/Date(1399041000000-0400)/,1,0,1,10311,1,Alabama,1
311,CLARKE (25),/Date(1399044000000-0400)/,1,0,1,10312,1,Alabama,1
312,BALDWIN (3),/Date(1397672700000-0400)/,1,0,2,10313,1,Alabama,2
313,JEFFERSON (73),/Date(1401262200000-0400)/,1,1,2,10314,1,Alabama,3
314,JEFFERSON (73),/Date(1401403800000-0400)/,2,0,5,10315,1,Alabama,4
315,MONROE (99),/Date(1401591900000-0400)/,3,0,8,10316,1,Alabama,3
316,MARENGO (91),/Date(1401811200000-0400)/,1,0,1,10317,1,Alabama,1
317,AUTAUGA (1),/Date(1401755400000-0400)/,1,0,1,10318,1,Alabama,1
318,JEFFERSON (73),/Date(1402707000000-0400)/,1,0,1,10319,1,Alabama,1
